,transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,time_of_day,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime
206,TX100206,user_3385,Pay Bill,4518.53,Thika,Android,Safaricom,individual,morning,0,0,0,2024-06-23 16:38:21
207,TX100207,user_5736,Lipa na M-Pesa,82.6,Mombasa,iOS,Airtel,individual,evening,0,0,0,2024-06-02 20:12:08
208,TX100208,user_2802,Pay Bill,671.42,Machakos,iOS,Airtel,individual,morning,0,0,0,2024-06-23 11:23:08
209,TX100209,user_9155,Withdraw Cash,15361.18,Nakuru,Feature Phone,Telkom Kenya,agent,afternoon,0,0,0,2024-06-15 14:09:55
210,TX100210,user_9120,Lipa na M-Pesa,1566.85,Nakuru,Android,Airtel,individual,night,0,0,0,2024-06-01 16:25:15
211,TX100211,user_7616,Buy Airtime,6011.52,Nakuru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-11 06:15:36
212,TX100212,user_6534,Withdraw Cash,1651.1,Garissa,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-25 18:00:29
213,TX100213,user_5061,Deposit Cash,6414.66,Garissa,Android,Safaricom,individual,evening,0,0,0,2024-06-23 14:24:57
214,TX100214,user_1262,Pay Bill,11777.66,Meru,Android,Airtel,individual,night,0,0,0,2024-06-19 05:36:54
215,TX100215,user_7287,Deposit Cash,2001.58,Garissa,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-23 20:35:44
216,TX100216,user_9815,Lipa na M-Pesa,2868.26,Meru,Android,Airtel,agent,night,0,0,0,2024-06-27 19:29:08
217,TX100217,user_3049,Withdraw Cash,3467.04,Mombasa,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-07 23:22:53
218,TX100218,user_6423,Deposit Cash,9557.9,Machakos,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-19 23:15:45
219,TX100219,user_5548,Buy Airtime,1038.5,Nairobi,Feature Phone,Airtel,individual,afternoon,0,0,1,2024-06-16 23:33:34
220,TX100220,user_4108,Lipa na M-Pesa,3306.86,Mombasa,iOS,Safaricom,individual,evening,0,1,0,2024-06-29 13:48:31
221,TX100221,user_8158,Withdraw Cash,1374.2,Garissa,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-08 20:20:24
222,TX100222,user_8400,Deposit Cash,855.88,Eldoret,Android,Telkom Kenya,agent,night,0,0,0,2024-06-09 08:16:19
223,TX100223,user_4170,Withdraw Cash,310.6,Meru,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-13 07:39:05
224,TX100224,user_3255,Withdraw Cash,3393.1,Meru,iOS,Airtel,individual,evening,0,0,0,2024-06-12 00:51:39
225,TX100225,user_2154,Deposit Cash,7482.28,Nyeri,Android,Telkom Kenya,agent,afternoon,0,0,1,2024-06-28 09:39:56
226,TX100226,user_5499,Send Money,1515.25,Nyeri,Feature Phone,Airtel,individual,night,0,0,0,2024-06-20 16:23:26
227,TX100227,user_7295,Pay Bill,2815.59,Kisumu,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-13 05:44:52
228,TX100228,user_7197,Lipa na M-Pesa,3596.59,Kisumu,Android,Safaricom,individual,morning,0,0,0,2024-06-10 23:19:29
229,TX100229,user_2648,Lipa na M-Pesa,1874.41,Nyeri,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-28 18:36:12
230,TX100230,user_6539,Lipa na M-Pesa,8178.23,Meru,iOS,Airtel,individual,night,0,0,0,2024-06-15 14:48:39
231,TX100231,user_5199,Withdraw Cash,1577.1,Machakos,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-10 18:43:43
232,TX100232,user_9445,Deposit Cash,467.4,Nairobi,Android,Telkom Kenya,individual,afternoon,1,0,0,2024-06-19 21:05:09
233,TX100233,user_3557,Pay Bill,544.28,Thika,iOS,Airtel,individual,evening,0,1,0,2024-06-20 22:43:47
234,TX100234,user_6592,Buy Airtime,7752.86,Garissa,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-17 14:31:05
235,TX100235,user_1098,Lipa na M-Pesa,15482.32,Machakos,iOS,Airtel,individual,afternoon,0,0,0,2024-06-14 20:41:26
236,TX100236,user_3200,Deposit Cash,1193.48,Mombasa,Android,Telkom Kenya,agent,evening,0,0,0,2024-06-12 01:22:18
237,TX100237,user_3961,Pay Bill,542.57,Nairobi,Android,Safaricom,individual,night,0,0,0,2024-06-17 12:37:40
238,TX100238,user_5973,Pay Bill,2303.66,Eldoret,Android,Airtel,individual,afternoon,0,0,0,2024-06-25 21:19:49
239,TX100239,user_5433,Send Money,4326.87,Nairobi,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-18 14:00:29
240,TX100240,user_3869,Deposit Cash,3317.26,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-13 06:01:49
241,TX100241,user_1956,Lipa na M-Pesa,10563.51,Kisumu,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-23 04:21:31
242,TX100242,user_9352,Withdraw Cash,5958.85,Eldoret,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-12 13:03:50
243,TX100243,user_6699,Pay Bill,7113.21,Thika,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-13 22:01:02
244,TX100244,user_7944,Pay Bill,2730.56,Machakos,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-07 19:26:31
245,TX100245,user_5493,Buy Airtime,1387.47,Nyeri,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-22 21:17:57
246,TX100246,user_5911,Send Money,4234.22,Eldoret,Android,Airtel,agent,night,0,0,0,2024-06-19 08:44:05
247,TX100247,user_4987,Pay Bill,2023.45,Nairobi,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-06 00:56:04
248,TX100248,user_7015,Pay Bill,1187.66,Nakuru,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-18 21:30:14
249,TX100249,user_2218,Withdraw Cash,578.18,Nakuru,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-15 07:25:51
250,TX100250,user_5496,Withdraw Cash,2626.78,Nyeri,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-09 21:02:38
251,TX100251,user_5735,Buy Airtime,3157.09,Thika,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-13 14:02:39
252,TX100252,user_5555,Deposit Cash,2944.03,Nakuru,iOS,Airtel,individual,afternoon,0,0,0,2024-06-10 00:17:46
253,TX100253,user_9050,Buy Airtime,433.72,Meru,iOS,Airtel,individual,afternoon,0,0,0,2024-06-03 03:10:08
254,TX100254,user_4446,Buy Airtime,2953.79,Meru,iOS,Telkom Kenya,individual,evening,0,0,1,2024-06-05 02:25:36
255,TX100255,user_2045,Withdraw Cash,645.47,Nakuru,Feature Phone,Safaricom,individual,evening,0,0,1,2024-06-23 19:59:04
256,TX100256,user_7893,Deposit Cash,3814.28,Machakos,Android,Safaricom,individual,evening,0,0,1,2024-06-08 20:10:40
257,TX100257,user_2693,Withdraw Cash,1963.64,Nairobi,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-03 13:29:30
258,TX100258,user_4436,Send Money,6611.77,Nakuru,iOS,Safaricom,individual,afternoon,0,0,1,2024-06-18 06:58:14
259,TX100259,user_9754,Lipa na M-Pesa,5271.96,Nairobi,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-12 04:03:52
260,TX100260,user_6895,Lipa na M-Pesa,4510.59,Garissa,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-12 12:04:32
261,TX100261,user_4354,Send Money,4222.51,Garissa,iOS,Airtel,individual,morning,0,0,0,2024-06-07 07:21:43
262,TX100262,user_1225,Lipa na M-Pesa,2877.32,Meru,Android,Telkom Kenya,individual,evening,0,0,1,2024-06-25 07:08:13
263,TX100263,user_5893,Deposit Cash,220.71,Machakos,Android,Safaricom,individual,afternoon,0,0,0,2024-06-16 19:12:42
264,TX100264,user_8022,Withdraw Cash,3729.71,Garissa,iOS,Safaricom,individual,night,0,0,0,2024-06-16 10:41:11
265,TX100265,user_6600,Lipa na M-Pesa,2201.81,Nyeri,Android,Telkom Kenya,agent,night,0,0,0,2024-06-03 06:29:04
266,TX100266,user_8996,Deposit Cash,2219.13,Machakos,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-16 00:08:01
267,TX100267,user_8683,Withdraw Cash,1667.61,Machakos,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-19 16:10:22
268,TX100268,user_5642,Deposit Cash,9261.26,Kisumu,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-07 15:02:25
269,TX100269,user_8679,Send Money,1004.33,Meru,Android,Safaricom,individual,night,0,0,0,2024-06-23 16:03:43
270,TX100270,user_9208,Buy Airtime,1332.33,Eldoret,Android,Safaricom,agent,night,0,0,0,2024-06-17 16:32:37
271,TX100271,user_8339,Send Money,11542.79,Eldoret,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-18 17:14:04
272,TX100272,user_3205,Lipa na M-Pesa,5815.39,Nairobi,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-04 03:39:41
273,TX100273,user_2069,Withdraw Cash,49.65,Thika,Android,Airtel,individual,afternoon,0,0,1,2024-06-21 04:30:03
274,TX100274,user_4444,Deposit Cash,8279.62,Mombasa,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-10 00:40:12
275,TX100275,user_2060,Lipa na M-Pesa,899.57,Nyeri,Android,Safaricom,individual,afternoon,0,0,0,2024-06-22 13:03:56
276,TX100276,user_3327,Lipa na M-Pesa,4283.81,Nairobi,Feature Phone,Airtel,individual,evening,0,1,0,2024-06-08 12:26:49
277,TX100277,user_4420,Buy Airtime,2818.76,Nairobi,iOS,Airtel,individual,evening,0,0,1,2024-06-29 10:10:19
278,TX100278,user_1301,Lipa na M-Pesa,2693.68,Meru,Android,Airtel,individual,evening,0,0,0,2024-06-25 23:35:18
279,TX100279,user_1606,Buy Airtime,4429.49,Thika,Android,Safaricom,individual,night,0,0,0,2024-06-04 04:40:46
280,TX100280,user_4170,Withdraw Cash,812.56,Nairobi,Android,Airtel,individual,night,0,0,1,2024-06-05 01:45:06
281,TX100281,user_1699,Withdraw Cash,606.18,Kisumu,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-17 10:40:01
282,TX100282,user_6088,Deposit Cash,3693.56,Meru,iOS,Safaricom,individual,evening,1,0,0,2024-06-08 01:41:30
283,TX100283,user_1190,Buy Airtime,1201.57,Mombasa,Feature Phone,Airtel,agent,night,0,0,0,2024-06-15 07:04:44
284,TX100284,user_1980,Send Money,12767.11,Nyeri,iOS,Safaricom,agent,afternoon,0,1,0,2024-06-11 03:37:11
285,TX100285,user_3975,Withdraw Cash,2102.06,Nakuru,Feature Phone,Airtel,individual,evening,0,0,1,2024-06-28 11:24:10
286,TX100286,user_7102,Deposit Cash,414.15,Thika,iOS,Safaricom,individual,night,0,0,0,2024-06-22 03:27:03
287,TX100287,user_2184,Send Money,4052.21,Mombasa,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-26 22:31:20
288,TX100288,user_4327,Withdraw Cash,1279.3,Machakos,Android,Airtel,individual,morning,0,0,0,2024-06-28 18:41:21
289,TX100289,user_4394,Withdraw Cash,563.0,Thika,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-15 16:15:47
290,TX100290,user_9319,Deposit Cash,1923.62,Machakos,Android,Safaricom,individual,afternoon,0,0,0,2024-06-27 19:00:16
291,TX100291,user_2816,Deposit Cash,11656.5,Machakos,Android,Telkom Kenya,individual,night,0,0,1,2024-06-19 03:25:18
292,TX100292,user_6854,Pay Bill,1855.21,Nairobi,Android,Airtel,individual,morning,0,0,0,2024-06-06 21:50:30
293,TX100293,user_7709,Lipa na M-Pesa,1493.41,Garissa,Feature Phone,Telkom Kenya,individual,night,1,0,0,2024-06-21 06:28:53
294,TX100294,user_1569,Lipa na M-Pesa,2057.66,Mombasa,Android,Airtel,individual,evening,0,0,0,2024-06-09 18:45:25
295,TX100295,user_6442,Send Money,42.66,Machakos,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-29 07:56:58
296,TX100296,user_2895,Lipa na M-Pesa,499.92,Mombasa,iOS,Airtel,individual,afternoon,0,0,0,2024-06-01 14:09:38
297,TX100297,user_3733,Send Money,6632.34,Eldoret,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-25 04:24:10
298,TX100298,user_4863,Withdraw Cash,13363.97,Mombasa,Feature Phone,Safaricom,individual,evening,0,0,1,2024-06-05 05:55:31
299,TX100299,user_8455,Pay Bill,601.67,Garissa,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-08 21:03:46
300,TX100300,user_5014,Pay Bill,2683.91,Nakuru,iOS,Airtel,individual,morning,0,0,0,2024-06-21 10:37:04
301,TX100301,user_2686,Withdraw Cash,11869.38,Nyeri,iOS,Airtel,individual,morning,0,0,0,2024-06-18 15:14:22
302,TX100302,user_4009,Deposit Cash,596.02,Nakuru,iOS,Telkom Kenya,individual,evening,0,0,1,2024-06-26 13:53:10
303,TX100303,user_8806,Buy Airtime,721.61,Machakos,Android,Airtel,individual,afternoon,0,0,0,2024-06-17 19:10:34
304,TX100304,user_1154,Buy Airtime,9151.74,Mombasa,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-17 21:20:54
305,TX100305,user_2409,Lipa na M-Pesa,4280.9,Kisumu,Feature Phone,Airtel,individual,morning,0,0,1,2024-06-19 18:13:06
306,TX100306,user_1784,Deposit Cash,576.92,Thika,Android,Safaricom,individual,morning,0,0,0,2024-06-26 22:05:30
307,TX100307,user_9096,Send Money,1750.13,Garissa,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-11 19:47:08
308,TX100308,user_8560,Pay Bill,202.7,Meru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-18 20:32:34
309,TX100309,user_8343,Lipa na M-Pesa,1983.86,Machakos,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-10 21:04:20
310,TX100310,user_8206,Withdraw Cash,5266.22,Kisumu,Android,Safaricom,individual,morning,0,0,1,2024-06-21 20:41:59
311,TX100311,user_6596,Deposit Cash,2825.81,Garissa,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-13 04:21:09
312,TX100312,user_6801,Pay Bill,3648.89,Machakos,Android,Telkom Kenya,individual,evening,0,1,0,2024-06-14 19:25:48
313,TX100313,user_3806,Send Money,1385.1,Meru,Android,Airtel,individual,afternoon,0,0,0,2024-06-02 00:44:11
314,TX100314,user_1537,Send Money,616.06,Thika,Feature Phone,Telkom Kenya,individual,morning,1,0,0,2024-06-14 23:01:27
315,TX100315,user_6986,Buy Airtime,46.21,Eldoret,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-26 18:47:21
316,TX100316,user_2841,Lipa na M-Pesa,6027.41,Thika,Android,Airtel,individual,night,0,0,0,2024-06-26 13:09:33
317,TX100317,user_9716,Withdraw Cash,3543.4,Nyeri,Android,Telkom Kenya,agent,evening,0,0,0,2024-06-29 17:40:08
318,TX100318,user_7971,Pay Bill,911.69,Kisumu,iOS,Safaricom,individual,night,0,0,0,2024-06-12 21:49:35
319,TX100319,user_6625,Send Money,1897.11,Mombasa,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-21 11:27:37
320,TX100320,user_3950,Pay Bill,5658.38,Nakuru,iOS,Safaricom,agent,evening,0,0,0,2024-06-14 12:36:51
321,TX100321,user_8992,Withdraw Cash,2707.97,Garissa,Android,Airtel,individual,evening,1,0,0,2024-06-11 03:46:43
322,TX100322,user_5780,Pay Bill,1249.16,Kisumu,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-27 23:55:09
323,TX100323,user_3368,Lipa na M-Pesa,1088.01,Nakuru,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-17 01:06:29
324,TX100324,user_7655,Buy Airtime,858.92,Eldoret,Android,Safaricom,individual,night,0,0,0,2024-06-25 22:53:08
325,TX100325,user_9173,Pay Bill,6075.08,Garissa,iOS,Safaricom,individual,night,0,0,0,2024-06-12 10:45:38
326,TX100326,user_5495,Deposit Cash,3051.79,Mombasa,Android,Telkom Kenya,agent,evening,0,0,0,2024-06-02 23:01:02
327,TX100327,user_7002,Buy Airtime,4322.4,Garissa,iOS,Safaricom,individual,evening,0,0,0,2024-06-10 11:29:38
328,TX100328,user_7614,Withdraw Cash,6884.41,Mombasa,Android,Safaricom,individual,night,0,0,0,2024-06-26 09:25:15
329,TX100329,user_6919,Buy Airtime,15162.78,Kisumu,Feature Phone,Telkom Kenya,agent,night,0,0,0,2024-06-17 08:53:53
330,TX100330,user_1853,Pay Bill,1004.48,Nakuru,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-12 15:55:40
331,TX100331,user_5146,Pay Bill,698.43,Garissa,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-22 06:19:26
332,TX100332,user_4769,Deposit Cash,2169.63,Thika,Android,Safaricom,individual,afternoon,0,0,1,2024-06-28 02:01:09
333,TX100333,user_1574,Send Money,124.95,Garissa,iOS,Safaricom,individual,night,0,0,0,2024-06-20 07:03:13
334,TX100334,user_2148,Deposit Cash,5491.02,Thika,Feature Phone,Safaricom,individual,night,0,0,1,2024-06-18 22:30:02
335,TX100335,user_7293,Pay Bill,7532.34,Nairobi,Feature Phone,Airtel,individual,night,0,0,0,2024-06-28 06:01:26
336,TX100336,user_7457,Buy Airtime,4054.71,Nakuru,iOS,Safaricom,individual,morning,0,0,0,2024-06-12 05:10:51
337,TX100337,user_8509,Deposit Cash,1091.89,Nairobi,iOS,Safaricom,individual,morning,0,0,0,2024-06-26 18:52:27
338,TX100338,user_5777,Deposit Cash,459.99,Garissa,iOS,Airtel,agent,afternoon,0,0,0,2024-06-23 04:03:57
339,TX100339,user_4854,Send Money,1685.25,Eldoret,iOS,Airtel,individual,night,0,1,0,2024-06-14 14:56:08
340,TX100340,user_3491,Pay Bill,6271.21,Nakuru,iOS,Safaricom,individual,morning,0,0,0,2024-06-10 16:24:53
341,TX100341,user_4124,Pay Bill,1496.06,Nairobi,Android,Airtel,individual,night,0,0,0,2024-06-22 01:12:01
342,TX100342,user_6691,Withdraw Cash,121.99,Machakos,iOS,Safaricom,individual,afternoon,0,0,1,2024-06-22 20:25:05
343,TX100343,user_4051,Send Money,1122.07,Eldoret,iOS,Telkom Kenya,individual,night,1,0,0,2024-06-02 05:18:34
344,TX100344,user_1004,Withdraw Cash,16099.11,Kisumu,Feature Phone,Telkom Kenya,individual,night,0,0,1,2024-06-22 06:53:21
345,TX100345,user_6222,Withdraw Cash,3951.77,Nairobi,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-18 20:44:54
346,TX100346,user_6315,Withdraw Cash,8089.1,Eldoret,Android,Telkom Kenya,individual,night,0,0,0,2024-06-01 14:05:50
347,TX100347,user_5869,Lipa na M-Pesa,5218.7,Kisumu,iOS,Airtel,individual,morning,0,0,0,2024-06-28 13:06:54
348,TX100348,user_1876,Withdraw Cash,2715.61,Machakos,iOS,Safaricom,individual,evening,0,0,0,2024-06-20 08:00:01
349,TX100349,user_8027,Deposit Cash,563.42,Nyeri,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-09 12:07:05
350,TX100350,user_5142,Buy Airtime,1500.45,Nakuru,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-25 06:50:06
351,TX100351,user_7966,Deposit Cash,3067.56,Nyeri,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-05 15:42:15
352,TX100352,user_8079,Deposit Cash,7157.84,Nairobi,iOS,Safaricom,individual,evening,0,0,0,2024-06-29 01:17:03
353,TX100353,user_8987,Pay Bill,1095.14,Garissa,iOS,Airtel,agent,morning,0,0,0,2024-06-17 11:29:43
354,TX100354,user_7799,Lipa na M-Pesa,452.3,Garissa,Android,Telkom Kenya,individual,night,0,0,0,2024-06-18 04:38:15
355,TX100355,user_5465,Withdraw Cash,2864.16,Thika,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-15 15:32:25
356,TX100356,user_1635,Pay Bill,679.68,Eldoret,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-14 03:01:04
357,TX100357,user_2693,Send Money,3298.88,Nyeri,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-24 11:42:56
358,TX100358,user_5752,Send Money,1070.56,Kisumu,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-25 09:11:12
359,TX100359,user_9311,Pay Bill,919.16,Nairobi,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-02 20:10:49
360,TX100360,user_1830,Buy Airtime,1783.11,Mombasa,iOS,Airtel,individual,night,0,0,0,2024-06-02 01:57:13
361,TX100361,user_6177,Pay Bill,3147.95,Kisumu,iOS,Airtel,individual,afternoon,0,0,0,2024-06-07 02:48:42
362,TX100362,user_9932,Pay Bill,2758.55,Mombasa,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-24 02:10:01
363,TX100363,user_9308,Lipa na M-Pesa,982.4,Thika,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-12 03:56:44
364,TX100364,user_6949,Send Money,7761.17,Garissa,iOS,Telkom Kenya,individual,afternoon,0,0,1,2024-06-02 08:58:07
365,TX100365,user_3838,Send Money,407.4,Nakuru,iOS,Airtel,individual,afternoon,0,0,1,2024-06-04 18:04:47
366,TX100366,user_2150,Withdraw Cash,140.94,Nakuru,Android,Safaricom,individual,afternoon,0,0,0,2024-06-17 00:10:42
367,TX100367,user_8560,Deposit Cash,3230.78,Garissa,iOS,Safaricom,individual,afternoon,0,0,1,2024-06-09 18:28:35
368,TX100368,user_2931,Pay Bill,460.99,Thika,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-11 17:19:16
369,TX100369,user_2664,Pay Bill,2460.42,Machakos,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-12 10:45:00
370,TX100370,user_2081,Buy Airtime,10611.45,Nyeri,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-13 08:51:08
371,TX100371,user_1512,Send Money,4197.38,Mombasa,Feature Phone,Airtel,individual,evening,0,0,1,2024-06-05 06:31:14
372,TX100372,user_8805,Buy Airtime,3363.2,Mombasa,iOS,Safaricom,individual,evening,1,0,0,2024-06-06 00:16:45
373,TX100373,user_6237,Lipa na M-Pesa,2993.23,Nairobi,iOS,Safaricom,individual,morning,0,0,1,2024-06-10 13:52:20
374,TX100374,user_1559,Withdraw Cash,692.61,Garissa,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-19 11:52:38
375,TX100375,user_4672,Buy Airtime,1983.71,Eldoret,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-15 17:38:08
376,TX100376,user_8404,Send Money,1467.71,Nyeri,Android,Airtel,individual,morning,0,0,0,2024-06-09 11:20:53
377,TX100377,user_4343,Lipa na M-Pesa,10707.17,Thika,iOS,Safaricom,individual,night,0,0,0,2024-06-27 22:26:14
378,TX100378,user_5070,Pay Bill,971.23,Garissa,iOS,Safaricom,individual,night,0,0,0,2024-06-11 12:09:58
379,TX100379,user_1580,Lipa na M-Pesa,2232.1,Garissa,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-08 12:12:14
380,TX100380,user_8004,Deposit Cash,9736.66,Machakos,Feature Phone,Airtel,individual,night,0,0,0,2024-06-11 08:06:42
381,TX100381,user_9130,Buy Airtime,5448.64,Eldoret,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-05 18:12:21
382,TX100382,user_4147,Send Money,11685.28,Kisumu,iOS,Telkom Kenya,individual,night,0,0,1,2024-06-07 20:54:07
383,TX100383,user_5249,Buy Airtime,3280.68,Kisumu,iOS,Safaricom,individual,evening,0,0,0,2024-06-21 03:01:01
384,TX100384,user_2679,Pay Bill,1421.51,Meru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-18 19:48:45
385,TX100385,user_4506,Pay Bill,6133.54,Machakos,Android,Airtel,agent,night,0,0,1,2024-06-16 01:05:37
386,TX100386,user_8253,Send Money,1205.9,Kisumu,Android,Telkom Kenya,individual,evening,0,1,0,2024-06-06 07:43:43
387,TX100387,user_3744,Deposit Cash,630.18,Machakos,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-16 06:20:24
388,TX100388,user_6188,Withdraw Cash,4288.05,Mombasa,iOS,Safaricom,individual,evening,0,0,0,2024-06-01 13:20:47
389,TX100389,user_3141,Lipa na M-Pesa,3565.64,Nakuru,Android,Airtel,individual,night,0,0,0,2024-06-27 02:49:25
390,TX100390,user_7617,Lipa na M-Pesa,7390.4,Nakuru,iOS,Airtel,individual,afternoon,0,0,0,2024-06-14 02:39:06
391,TX100391,user_3479,Pay Bill,11438.67,Garissa,iOS,Safaricom,agent,afternoon,0,0,0,2024-06-01 17:36:29
392,TX100392,user_7484,Buy Airtime,6812.03,Nakuru,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-29 10:26:18
393,TX100393,user_8421,Buy Airtime,216.65,Nyeri,Feature Phone,Airtel,agent,morning,0,0,0,2024-06-04 05:38:56
394,TX100394,user_5452,Deposit Cash,3822.61,Kisumu,Android,Safaricom,individual,afternoon,0,0,0,2024-06-16 12:29:02
395,TX100395,user_6881,Withdraw Cash,5375.56,Nyeri,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-07 03:27:09
396,TX100396,user_7665,Buy Airtime,14047.01,Nairobi,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-27 07:00:00
